,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
9780176,2240336,1745856,1955184,2894192,1385776,2056208,1373008,2323664,4067728,1534848
9780736,1670032,3375120,2769984,3067232,1447488,1444800,2685648,1694896,3621632,1351168
9782640,1850128,1377376,1534624,1574272,2050272,1694000,2894192,1394064,2943920,2842448
9783536,3092096,2716560,2051616,1756496,2194864,1381968,2276400,2873024,1633744,1632064
9787120,2271136,3126032,2847600,2189040,1990240,1449840,1508752,2192960,1538320,3699584
9788128,2491328,4045216,3164224,3748976,2798768,2691920,2547104,3132864,1142736,1597792
9789024,2223648,1955184,1707888,1744288,1989008,2014880,2601872,2167200,2097984,1125600
9789248,4036592,2240448,2889712,1527008,2551920,1497328,1569792,2565024,2022384,1375248
9789696,1729280,1648192,1524432,1697808,2182432,1519952,3066224,2306192,1687616,2431968
9790032,2578912,2018688,1135456,1753472,1684592,2110528,1519952,2243472,1367856,1681904
9790256,1646624,2291632,3967264,1143968,2097536,2090144,2307312,2716896,1373904,2399712
9791712,2888816,1420720,3561264,3066224,1574608,2437008,1919008,2251536,1121120,2699200
9793840,1432592,2873024,2002784,2896544,2450560,1861552,3560816,2409792,2341024,2331840
9794512,2081408,2107280,2516752,1474256,3429888,2846480,1902432,3083472,2576560,3353168
9795744,2761248,4083184,1140832,1752016,1531600,1771728,1722896,2567936,1821568,1682800
9795856,2019696,1447712,1525888,2050496,2908304,1971200,1387904,2279424,2821280,2243808
9795968,2845248,2476320,1576400,2229360,3430448,1481648,1573040,2192288,1135568,3714032
9796416,2405872,3095792,1629712,1635648,2525040,2508240,2715664,2257136,2005696,2888368
9798096,4195744,1592528,1900080,2155104,1685040,1700496,2551696,2511824,2356592,3700256
9801008,1772848,1376928,2954784,2385152,2282672,3321696,1417584,1554000,1725696,2294320
9803360,1390256,1650992,1971312,1609888,2900576,1618960,3952144,3364032,1519504,3067792
9804368,2083536,2847152,2912896,1627360,2764496,1939952,1385216,2478112,1873200,2431408
9805600,3933216,2429392,1416576,1651888,1121344,3138800,2496592,1947232,1705872,2839872
9806272,2166976,3371872,2158912,2889712,2889376,2807952,2166080,2360064,2169440,2815568
9810528,2142784,2532768,2226784,2208864,2283680,1568112,2459856,1777888,2556400,1902432
9811200,3095008,1694336,3604832,2373056,1931776,2433984,2956912,2240560,2420768,2330272
9811760,1626240,3299296,1554224,1471008,2140096,2207184,4008928,3698576,1838480,1449952
9812320,1445360,2840880,1622096,2691696,1363264,1581440,3092656,2936080,2926896,3517136
9812768,1419040,1390256,2812320,2040416,1448608,3352384,3945648,2567152,2565136,4036592
9813664,1809584,1789088,2818256,1617280,2958032,1374016,1636880,2225440,1125376,2252656
9815456,3949008,1741936,1383872,2418752,1809920,1766352,2057328,2555056,2851520,3092096
9816240,1514912,2897216,1629712,1970528,1361024,1618736,2502752,2257136,1376480,2264864
9816688,1529136,2419648,3131184,2232496,1419264,1525888,1529584,1762656,2139760,1646400
9816912,2795744,2181760,1608544,2446304,4164832,2142784,2018688,2122288,1773744,1966160
9819264,2257472,1571360,3561936,3713248,2555280,1648528,2067072,2000208,2018688,1741936
9820048,2265984,1698256,2468592,1125376,2181536,1354976,3575264,2493344,1691872,2022384
9820496,1921024,2019920,2209872,2290176,1687392,2372048,2565136,2402176,1781696,4136384
9821168,1682240,2703792,2412816,1801408,3741136,2481024,3068352,1996512,1680784,2434096
9823184,1933344,2918944,1863232,2273712,2035152,3533040,2763264,1579648,2533776,4011056
9825984,1599136,2166080,2964416,1387904,1745968,1635760,1453424,2397808,2255904,1485568
9826096,3775520,1374464,2222976,2097536,2070544,1127840,3952704,2544976,1415344,3070144
9826432,1691088,1453424,2463216,3357760,3095792,2431744,1949920,1851472,1664432,1996512
9831920,1360800,1516144,1471008,1122576,2041648,1949808,2906848,2223648,1684928,2574992
9833488,2166080,2889712,2336208,2232160,1946896,1768368,1599136,2932160,2888928,3111472
9833936,2706144,1755936,1990352,2571520,1627360,2945712,2937984,2896880,1958656,3924368
9834384,1580992,1686160,2842560,1608992,3955728,1135568,1722448,1128960,1420160,3408944
9834496,1858192,1514912,2851520,2057328,2437568,2219168,4063248,3741808,2534448,1755936
9834944,3410624,2582720,1729056,1688736,1623328,1775088,2058224,2118144,2847152,1997632
9840656,1569568,2283680,3111472,1622208,1394848,2208640,1955184,2354240,2857680,2956912
9840992,1492288,1773296,1413888,2108176,3922016,2271136,1734096,1740928,2953776,1519728
9841440,3469984,1725472,1968176,2929696,2944144,1729280,3358544,2859808,2688784,2110528
9842448,1687504,2374512,3554096,2408896,2142784,1468320,1568112,2232160,2230256,1424752
9844128,2305408,2073008,2240448,1948912,2814224,2603664,1676864,2319744,1619184,4012848
9844240,2029888,2583504,1687616,3373664,2437008,2174816,2142672,1567216,2840096,2956464
9844352,2027536,1494416,1682016,1405712,2889936,1755488,2303504,2396688,2798768,2873024
9844576,3083472,1930320,2290512,2039632,2816688,2838080,3492160,2842448,2080288,2845248
9844912,1697808,1839040,1862448,2433984,1771616,3920112,1561616,3066224,1626912,2240560
9845248,1861552,4007584,1381968,3068016,1908928,2043664,1355088,2372384,1627920,1953952
9845808,2081408,2377984,1685600,2123072,2142672,2873360,1686944,2243136,1632064,2516752
9845920,3948896,1462608,1878912,1440432,1418928,3417120,2372384,1574272,2221184,2270128
9846032,1900528,2291856,2122736,2081408,2940112,2450560,1506064,2873360,1673728,3700032
9846704,2688560,2061584,1695120,2144576,3655792,1429568,1616272,2232944,1580544,1569344
9846816,2337664,2911664,3917088,1885968,2551920,2165968,2812320,1765344,2960720,1613360
9847152,1449952,2187136,4008928,3154480,2207184,2263968,2639952,2288272,2077264,2168656
9847824,3949008,1383872,2766176,1690192,3741808,1650992,2118256,1858192,1444800,4061344
9849952,1392944,2378208,2028656,2370704,2418752,2377312,2402400,1126608,1358000,2824528
9850176,1435616,3713920,2818256,1520288,3816960,3555440,1511216,2233616,2646224,2496592
9852304,1609216,1922592,2061472,3059840,2288944,1681456,4164832,1411088,2435328,2561552
9855104,2900576,3558240,2079392,3603824,1687056,1717632,3107664,2455040,2582720,2060240
9856000,1729392,3068352,1672608,2373056,1489600,1964144,2821840,1708336,1419264,1746304
9856112,2076144,1748880,2000208,2492000,1120896,2618336,1715728,1436176,1991584,1428784
9856224,1609216,1390256,3080224,3748976,1762992,3952144,1430016,2862160,2948400,1563968
9858352,2511712,2473072,1431920,1691088,1140272,1370320,2871232,1387456,1596896,2285136
9863728,1750224,2121392,1690752,2042768,1374016,1781696,1926288,1376368,2601648,2511712
9866416,2958592,2182544,1866704,1373680,1886416,1783600,2343488,2181536,3424400,2139872
9866528,1622208,1996176,1971648,2546432,2285808,2073680,1557584,1921024,1725472,4167744
9867536,3952368,1364496,1128064,2541952,2140880,2698416,1904336,2467136,1859760,1574496
9868320,1640352,2928016,2329152,2214800,3660048,2479232,1417584,1405488,2274496,3830848
9870112,1410752,2136176,2042768,3644368,2165968,1684032,2360064,2841664,3984400,3726576
9870224,1966496,2618336,2377312,2083536,1705312,3063536,3741808,2290848,3095904,2167200
9870336,1902096,1561616,2225664,1682800,1940512,1423072,1548960,2095856,2846592,2927792
9872352,1125824,2291856,2830464,2159136,1900528,2224208,3741136,1801408,1804208,2209536
9872800,2717008,1665328,2380448,1410640,1692992,2492112,2289280,2527728,3496640,1418368
9873248,2377984,1374240,3558352,1921248,2489312,2307424,1356880,3490592,3931648,3784928
9874928,4067728,1379056,3174528,1681344,2409792,3967936,2795744,2077264,3716608,2276288
9875040,1765456,1608992,2090144,1940288,1725696,1394064,2496256,2818704,1865360,2910656
9876720,2329376,2485056,1977248,2140096,2521232,2713200,1698256,1683360,3150112,3918656
9877280,2083536,2118144,3309712,2853760,2086336,1873200,1367632,2641184,1907024,1547840
9877952,1531600,3193120,2290288,2506112,1984864,4036592,2928688,2582720,1639232,2017680
9878848,2708160,1827840,2061584,2535904,1623888,3129840,3784704,1996624,3718736,1580544
9879296,2385152,1776880,1933904,2861712,2824864,2931040,3083472,1758624,2844912,2167088
9879744,2927792,1971424,3417568,2387168,1684592,1406160,2240336,3291792,2151856,2831472
9880976,1682240,2191280,2372048,1653456,2508240,2546432,2209872,1731408,2377424,2120944
9881200,1471008,1667120,3893344,1124480,1610000,1516144,3949008,1684480,3092096,1534624
9881872,2532768,1949808,2459856,1360800,3193792,3893344,1676528,2351776,2578016,2111984
9883328,2708160,2339456,1418032,3604832,1857072,2319632,1350720,2330272,2603664,1500576
9884896,2912896,1623888,2812320,1139936,3359776,1996624,1471008,1610000,3495184,2305072
9885680,1908704,4127200,2450560,1545936,1682800,2113664,1982736,2317616,2420880,1725920
9886912,2845248,1576400,2476320,3492160,1523088,3714032,2881536,1769824,3949232,2420544
9887360,2305072,2438912,2839872,2894192,1534848,2333744,3487120,3562160,3415664,2109968
9887696,2446528,2506224,3744720,1487920,1693328,1376592,2910768,1916432,2200240,1381968
9888256,2142784,2257472,1639680,2407776,2481024,2795744,1571360,3191888,1687504,2224208
9888368,2337664,1682016,2540944,1142736,2705584,1610560,2911664,1419824,1804320,2413936
9888592,3417568,1684592,2181760,1373568,2049712,1698368,1608544,2138192,1549408,1671152
9889264,2142560,1809920,2410576,2113888,1487920,1687728,2562448,4195744,1627808,1869504
9890048,1589728,1698032,2827216,1729056,3141712,1618288,1915760,2430512,1666224,1623328
9891504,2889376,2303280,3456880,1971648,3184496,2861040,2956912,2336432,1995952,1682128
9892288,1691088,2108400,2064944,1900080,1351504,1132096,1759072,3408832,2151744,1907920
9896096,3604048,2467136,3406592,3917312,1921248,2323664,1120896,1355088,3952368,2846480
9896432,1358000,2467136,2437792,1120896,1755600,2192064,2274160,2450784,1682016,2043664
9896880,2572528,2168992,1702736,2336432,2305408,2165968,1127840,3556336,1744176,2170112
9898112,2638832,1734544,2109744,3431344,2544192,3712912,2579584,1514912,1741936,2297120
9900800,1667120,2341024,1559376,4187904,1861552,1685712,3066784,1927632,1768704,1407392
9901248,2336544,1760976,1962688,3065216,1781696,1394064,2799328,1518048,1727936,1907920
9901920,1728944,1135568,1773296,1760976,1580992,1589728,1613584,2838080,1591184,2537808
9902256,3918768,1645840,2001776,2528400,2276736,2556400,1777888,2846480,2055984,1776208
9902480,4044880,2014880,2055312,2034368,2109744,1127840,2543184,2350320,3071488,1545488
9902704,1775872,2534448,2757552,1990240,1677872,2706144,1969184,2043664,1428224,4067728
9903264,3325280,1394064,1646848,2824528,1781696,2061584,2110192,1765456,1608992,2232944
9905952,2086336,2857680,2083536,2354240,1966496,3063536,1623328,2103920,1696016,2290736
9907520,4008592,1777888,2174144,1902096,2122288,3939152,2230816,1120560,1778896,3362128
9909424,2803360,1681344,1908928,2896544,4067728,2274160,2725296,1925056,1471008,2077264
9910656,1773296,3430560,1671600,3741808,1995392,1872192,2240336,2772000,1519728,1858192
9910768,2338896,2427376,3554208,2167200,2192064,4067728,2079728,1685824,1417696,2290848
9911552,1648640,3922128,3310496,1419264,3070032,1858864,1378496,2819712,2252096,2182432
9911776,1922144,2083536,1521632,1688736,2764496,2339456,2847152,3559808,2278304,1948912
9912784,1377824,1969184,1625344,1838704,1927184,1683696,1992928,2002672,3953936,1571360
9913792,3092096,2716336,1516144,1471008,1729056,1687504,2716560,1566096,2242128,3559808
9915136,3193120,2846592,3945648,4114656,1371552,1758736,3464608,3311392,4036592,1542800
9915248,2690240,2317952,3561264,2685648,3784704,1603392,1520288,2285136,1623216,2938096
9915920,2274832,3300976,1509424,1549296,1862112,1120448,1368304,1565536,2445072,2373280
9916368,1744848,1670032,1122576,2223648,3375120,3741808,4065040,2558304,1123584,2769984
9919168,2141104,3775520,2337664,2214800,1627584,2046016,3603712,3939488,2192064,2456496
9919616,3744832,1681792,1492288,3781120,3067904,3829952,1130192,1599136,1387904,2256576
9920064,1625344,4201232,2940448,3604160,1429904,1360800,2787456,3487792,2223648,2708160
9921744,3099040,2842448,2430512,1873424,2154656,3173520,3943744,2376416,1667008,2300144
9921856,2043776,3604832,1429232,2956912,2269904,2572528,1697360,3359776,1365952,2073008
9922304,1781696,1515808,1921024,3068352,2564464,2932720,2002000,2232160,3095232,3604272
9923424,2481136,2846592,1487920,1997184,2075136,3070704,1778000,1379840,1939280,2192400
9924544,2845248,1548960,2240336,3072496,3409392,2409792,3310944,4187904,4067728,1523088
9924768,2360736,2916032,1395408,2117472,1396976,2087568,3716608,2106384,1831760,1627808
9924992,1135568,1580992,2548672,1662192,1128960,1650992,1435616,3357200,3713920,2255456
9925328,1866368,1708336,2040528,1581216,1865360,3781232,1935584,1377936,2705584,1908816
9925552,2810304,1139936,2515408,1619184,2894192,3095680,1571024,1622208,1377824,2027872
9925664,2336432,2429392,1794576,3193904,3495184,1762544,2438912,1867376,2413376,2800224
9928688,1804544,1376480,2880304,2035488,1753136,2241904,3092656,2926672,1617280,2329712
9929472,1603504,1518048,3603712,2801232,2401616,1906240,2810304,1505952,2209648,2760688
9930480,4036592,1497328,2240448,1527008,1628032,1419824,2433984,2814224,1422400,2941456
9930816,2051056,1576400,1121008,4049360,2172688,1396976,2407776,1605072,2079616,2106384
9931488,2792944,4029200,3560032,2019808,2158912,2816688,3082912,1666448,1723120,3371872
9932272,3126032,1131872,1591632,2479904,1746304,1388352,2913344,2118368,2276288,1870512
9933616,3952032,2224208,2060128,2159136,1125824,1597904,2567152,3700592,1692432,2830464
9933728,1382752,3129840,1350720,2362192,1763328,2314144,1120224,2119264,2753520,1627136
9934512,1120896,2270016,2316720,1600368,2118144,1744288,2421216,1358448,1626128,2618336
9936080,1360800,2850848,1752128,1125936,2223648,1610448,1949808,2572976,1126608,3067232
9936304,1376480,1804544,1445136,1665216,1965712,1753136,1622096,2815680,2407776,1621984
9937200,1701056,3560032,3424288,1401120,2438912,1949920,3128496,2079392,2411696,3490816
9937648,2900576,2064944,2091936,2522240,2058224,2417520,2308656,1449168,1132096,2045568
9938768,2285808,1622208,1557584,1551200,2546432,3464832,1600256,4011056,1685488,1971648
9940336,1992368,1640352,1135680,3366496,2637488,1677984,2396688,2155328,2840208,2398480
9941568,1939952,2083536,2335200,1972544,1363040,1873200,1548960,1527120,1760416,1771056
9942240,2817584,2160928,1878912,2517200,2106272,1487696,3967264,3292464,4028640,2223424
9944256,1688176,1683696,1377824,2927792,2185232,2053520,3146976,1763664,1683808,2005696
9945040,3137120,1996176,3560928,2181424,1235808,1548512,1962688,1368528,2799328,2825536
9945152,2335872,1781472,1681792,1387904,1605072,2073904,1857072,2468592,2409680,1857632
9945824,3967264,1760416,3604832,2028320,2431408,2314816,1369088,1639344,4126192,1418032
9946048,4127200,3713472,1852816,1425312,1545936,2155776,1452752,2288944,2113664,2687104
9946944,2155104,2136176,2339680,1758960,1765456,4114656,2818704,2362192,2116912,1496096
9947504,2725296,1449168,2816800,1800848,2900576,1664656,1924944,3893344,2919728,2091936
9948176,4067728,3345552,1927296,2388512,1887424,3741808,1417696,2079728,3097360,2479904
9949296,3419136,1762656,2139760,1688288,3193792,1872192,2366672,3083136,2401504,1917328
9954896,2071888,4067728,1548960,4000304,3352496,3430560,2271472,1514912,2772000,3563392
9955568,1691872,1622208,1425424,1385776,1863680,2314144,2083536,3562608,2344832,2302944
9960720,2083760,2232496,2602880,2412032,1477616,2252768,1566096,3678080,2039632,1648976
9961616,3713584,2366000,1655024,1423072,1379056,2352560,2840096,1661520,1923824,2069760
9962176,1618736,1514912,1629712,2754752,1775424,2418752,2402624,1351728,3917312,4195744
9962624,1694112,1822688,2709616,2252432,2224432,1933680,3862544,2336432,1432032,2110192
9962736,3178896,1578864,1525888,3300304,4007472,1886976,1624560,2468592,3172736,2274832
9963968,1964368,3784704,2049824,2061584,2232944,1650992,3655792,2200128,2154992,3129840
9965200,1682016,2308432,3469760,1725696,1144640,2839424,1908816,2192512,1745968,2724736
9965312,1616496,1729392,2959264,2723056,2479904,1366960,3095008,1596896,1941744,2275952
9965424,4195744,1592528,2224992,1531600,2223760,2928688,1760080,1438080,2920176,1383872
9968112,1916768,2927792,2240336,3301648,1561616,1902208,2765728,2111984,2029888,2788576
9968448,1927520,1622320,2753520,2910544,1851472,2249520,1397760,2763712,2303392,1121120
9968784,2154656,2430512,3943744,2715776,1125040,1862448,1378496,1902208,3467184,2466016
9970576,2681168,1953168,1355088,3290672,1776208,2493008,1732864,1728720,2446080,3486336
9971920,1691088,1453424,2365104,2932608,3309824,4008928,2140656,2110528,2821840,2209424
9973152,1550864,2493344,1977248,1994384,3092096,2123072,2111984,2265984,3455872,4128544
9973600,3741808,1449840,1740928,1359232,1995392,3922016,2820160,3345552,2815792,3130736
9974160,2544976,2243360,2035264,2028320,2303728,3934896,3952704,2365216,2842560,1775872
9974496,3083472,2566592,1649872,3952928,2069760,1992032,2061920,1731968,3331328,2854880
9974720,2113664,3099264,2528400,2757888,2419648,2373504,1921248,1143968,1423968,3150000
9975616,2339456,2412928,1144528,1581552,1965712,2517088,2231824,1121344,2105936,2279424
9977296,1561616,2954224,1902096,2160032,2029888,1977248,2243136,2927792,1648192,2142672
9978864,4029200,1578864,1562512,2269120,2603664,2602880,1605072,1948912,3063648,4012848
